Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
121,Jarron Cumberland\cumbeja01,SG,24,POR,3,0,4.0,0.3,0.7,.500,0.0,0.3,.000,0.3,0.3,1.000,.500,0.0,0.0,,0.3,0.7,1.0,0.3,0.0,0.0,0.0,0.7,0.7
122,Cade Cunningham\cunnica01,PG,20,DET,42,42,31.8,6.0,15.0,.397,2.0,6.2,.330,3.9,8.8,.444,.465,1.8,2.0,.860,0.9,4.5,5.5,5.2,1.3,0.7,3.5,2.9,15.7
123,Seth Curry\curryse01,SG,31,PHI,45,45,34.8,5.7,11.7,.485,2.2,5.6,.400,3.5,6.2,.561,.580,1.4,1.6,.877,0.4,3.0,3.4,4.0,0.8,0.2,1.9,2.2,15.0
124,Stephen Curry\curryst01,PG,33,GSW,52,52,34.8,8.3,19.6,.422,4.7,12.4,.376,3.6,7.3,.500,.541,4.4,4.8,.917,0.6,4.8,5.4,6.4,1.4,0.4,3.3,2.1,25.7
125,Anthony Davis\davisan02,C,28,LAL,36,36,35.6,9.3,17.4,.534,0.3,1.8,.169,9.0,15.6,.576,.542,4.4,6.3,.707,2.9,7.1,9.9,2.9,1.2,2.3,2.1,2.6,23.3
126,Ed Davis\davised01,C,32,CLE,19,3,7.5,0.5,0.7,.643,0.0,0.0,,0.5,0.7,.643,.643,0.2,0.4,.375,0.4,1.9,2.3,0.3,0.2,0.4,0.3,1.4,1.1
127,Terence Davis\daviste02,SG,24,SAC,30,11,17.9,3.8,8.9,.423,1.6,5.0,.329,2.1,3.9,.542,.515,1.2,1.5,.818,0.4,2.8,3.1,1.3,0.8,0.4,1.1,2.3,10.4
128,Gabriel Deck\deckga01,PF,26,OKC,7,0,8.0,1.1,2.0,.571,0.3,0.6,.500,0.9,1.4,.600,.643,0.0,0.0,,0.1,0.7,0.9,0.7,0.1,0.0,0.3,0.3,2.6
129,Dewayne Dedmon\dedmode01,C,32,MIA,50,15,16.4,2.6,4.5,.580,0.3,0.6,.516,2.3,3.9,.591,.616,1.1,1.4,.778,1.8,4.3,6.1,0.7,0.4,0.5,1.1,2.4,6.6
130,Sam Dekker\dekkesa01,PF,27,TOR,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Javin DeLaurier\delauja01,C,23,MIL,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
132,DeMar DeRozan\derozde01,PF,32,CHI,53,53,35.5,10.1,19.7,.512,0.6,1.8,.337,9.5,17.8,.530,.528,6.9,8.1,.862,0.8,4.4,5.2,5.1,0.9,0.3,2.3,2.2,27.7
133,Mamadi Diakite\diakima01,PF,25,OKC,13,3,14.5,1.9,3.6,.532,0.0,0.4,.000,1.9,3.2,.595,.532,0.5,0.8,.545,1.3,3.2,4.5,0.2,0.4,0.7,0.5,2.5,4.3
134,Cheick Diallo\diallch01,C,25,DET,3,0,10.3,1.0,2.7,.375,0.0,0.0,,1.0,2.7,.375,.375,1.7,2.0,.833,1.3,2.7,4.0,0.0,0.3,0.0,0.3,2.0,3.7
135,Hamidou Diallo\diallha01,SG,23,DET,49,29,22.7,4.6,9.3,.500,0.4,1.7,.244,4.2,7.6,.556,.522,1.5,2.4,.632,1.2,3.7,4.9,1.2,1.2,0.3,1.0,2.6,11.2
136,Gorgui Dieng\dienggo01,C,32,ATL,36,3,9.1,1.3,2.6,.479,0.6,1.4,.423,0.6,1.2,.548,.596,0.5,0.7,.708,0.9,2.2,3.0,0.8,0.3,0.4,0.5,1.3,3.6
137,Spencer Dinwiddie\dinwisp01,PG,28,WAS,44,44,30.2,4.2,11.2,.376,1.6,5.1,.310,2.6,6.0,.432,.447,2.6,3.3,.811,0.8,3.9,4.7,5.8,0.6,0.2,1.7,2.4,12.6
138,Donte DiVincenzo\divindo01,SG,25,TOT,18,0,20.0,2.3,7.1,.323,1.2,4.5,.272,1.1,2.6,.413,.409,1.4,1.6,.862,1.1,2.4,3.4,1.9,0.7,0.2,1.6,1.5,7.2
138,Donte DiVincenzo\divindo01,SG,25,MIL,17,0,20.1,2.3,6.9,.331,1.2,4.4,.284,1.1,2.6,.409,.419,1.4,1.6,.852,1.1,2.5,3.5,1.7,0.6,0.2,1.6,1.5,7.2
138,Donte DiVincenzo\divindo01,SG,25,SAC,1,0,19.0,2.0,9.0,.222,1.0,7.0,.143,1.0,2.0,.500,.278,2.0,2.0,1.000,1.0,1.0,2.0,5.0,1.0,0.0,0.0,1.0,7.0
139,Luka Dončić\doncilu01,PG,22,DAL,42,42,35.3,9.7,21.4,.452,2.7,8.2,.329,7.0,13.2,.527,.514,5.2,7.0,.733,0.9,8.2,9.0,9.1,1.2,0.5,4.4,2.4,27.2
140,Luguentz Dort\dortlu01,SF,22,OKC,51,51,32.6,5.7,14.2,.404,2.5,7.7,.332,3.2,6.6,.487,.493,3.2,3.7,.843,0.7,3.4,4.2,1.7,0.9,0.4,1.7,2.9,17.2
141,Ayo Dosunmu\dosunay01,SG,22,CHI,52,18,25.4,3.2,6.0,.527,0.9,2.3,.419,2.2,3.8,.592,.605,0.7,1.1,.661,0.3,2.4,2.7,3.0,0.7,0.3,1.2,2.2,8.0
142,Damyean Dotson\dotsoda01,SG,27,NYK,2,0,10.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.0,1.0,1.0,0.5,0.0,0.0,0.0,0.0,2.0
143,Devon Dotson\dotsode01,PG,22,CHI,11,0,7.7,1.0,2.1,.478,0.2,0.8,.222,0.8,1.3,.643,.522,0.5,0.8,.556,0.1,0.7,0.8,1.4,0.1,0.0,0.5,1.0,2.6
144,Sekou Doumbouya\doumbse01,PF,21,LAL,2,0,8.0,2.5,4.0,.625,0.5,1.0,.500,2.0,3.0,.667,.688,1.5,2.0,.750,1.0,2.0,3.0,0.0,1.5,1.0,1.0,0.5,7.0
145,Jeff Dowtin\dowtije01,PG,24,TOT,5,0,6.2,0.6,1.4,.429,0.0,0.4,.000,0.6,1.0,.600,.429,0.0,0.0,,0.2,1.2,1.4,0.6,0.0,0.2,0.2,0.4,1.2
145,Jeff Dowtin\dowtije01,PG,24,GSW,4,0,7.0,0.8,1.5,.500,0.0,0.3,.000,0.8,1.3,.600,.500,0.0,0.0,,0.3,1.5,1.8,0.8,0.0,0.3,0.3,0.5,1.5
145,Jeff Dowtin\dowtije01,PG,24,MIL,1,0,3.0,0.0,1.0,.000,0.0,1.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,PJ Dozier\doziepj01,SG,25,DEN,18,0,18.9,2.0,5.5,.364,0.8,2.7,.313,1.2,2.8,.412,.439,0.6,0.7,.769,0.8,2.7,3.5,1.6,0.6,0.3,0.7,1.8,5.4
147,Goran Dragić\dragigo01,PG,35,TOR,5,2,18.0,2.6,6.8,.382,0.8,2.8,.286,1.8,4.0,.450,.441,2.0,2.0,1.000,0.4,2.4,2.8,1.8,1.0,0.2,0.2,1.6,8.0
148,Andre Drummond\drumman01,C,28,PHI,49,12,18.4,2.6,4.9,.538,0.0,0.0,.000,2.6,4.8,.542,.538,0.9,1.7,.512,2.8,6.1,8.8,2.0,1.1,0.9,1.6,2.5,6.1
149,Chris Duarte\duartch01,SG,24,IND,50,38,28.7,5.0,11.5,.435,1.7,4.8,.364,3.3,6.7,.485,.510,1.7,2.1,.792,0.7,3.4,4.1,2.2,1.0,0.2,1.7,1.7,13.4
150,David Duke Jr.\dukeda01,PG,22,BRK,17,7,17.0,2.0,5.5,.366,0.5,1.8,.258,1.5,3.6,.419,.409,0.9,1.1,.842,1.7,1.9,3.6,0.9,0.7,0.4,0.5,1.8,5.4
151,Kevin Durant\duranke01,PF,33,BRK,36,36,36.5,10.5,20.3,.520,1.9,5.0,.372,8.7,15.3,.568,.566,6.3,7.1,.894,0.6,6.9,7.4,5.8,0.8,0.9,3.0,1.9,29.3
152,Jaime Echenique\echenja01,C,24,WAS,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
153,Anthony Edwards\edwaran01,SG,20,MIN,51,51,35.0,8.1,18.3,.441,3.2,8.8,.362,4.9,9.5,.513,.527,3.1,3.9,.794,0.9,3.9,4.8,3.7,1.5,0.7,2.8,2.3,22.4
154,Kessler Edwards\edwarke02,SF,21,BRK,25,18,25.6,2.8,6.7,.417,1.2,3.4,.345,1.6,3.4,.488,.503,0.3,0.4,.800,1.1,3.3,4.4,0.6,0.9,0.7,1.1,2.1,7.1
155,Rob Edwards\edwarro01,SG,25,OKC,2,0,5.5,0.5,2.0,.250,0.5,2.0,.250,0.0,0.0,,.375,0.0,0.0,,0.0,1.5,1.5,0.0,0.0,0.0,0.5,0.0,1.5
156,CJ Elleby\ellebcj01,SF,21,POR,33,5,14.1,1.6,3.9,.408,0.5,1.7,.304,1.1,2.2,.486,.473,0.5,0.6,.850,0.8,2.0,2.8,1.1,0.5,0.2,0.5,1.5,4.2
157,Wayne Ellington\ellinwa01,SG,34,LAL,34,9,19.3,2.1,5.4,.399,1.9,4.9,.392,0.2,0.5,.471,.577,0.1,0.1,.800,0.3,1.4,1.7,0.7,0.5,0.1,0.4,1.0,6.3
158,Joel Embiid\embiijo01,C,27,PHI,44,44,33.0,9.6,19.5,.492,1.3,3.7,.362,8.3,15.8,.523,.527,9.0,11.1,.814,2.0,9.1,11.2,4.5,1.0,1.5,2.9,2.6,29.5
159,James Ennis III\ennisja01,SF,31,TOT,7,0,8.0,1.6,3.4,.458,0.4,1.1,.375,1.1,2.3,.500,.521,0.6,0.7,.800,0.7,1.0,1.7,0.4,0.3,0.3,0.3,0.7,4.1
159,James Ennis III\ennisja01,SF,31,BRK,2,0,7.0,1.0,3.5,.286,0.5,1.0,.500,0.5,2.5,.200,.357,0.0,0.0,,1.0,1.5,2.5,0.0,0.5,0.5,0.0,0.0,2.5
159,James Ennis III\ennisja01,SF,31,LAC,2,0,14.0,3.5,5.5,.636,1.0,2.0,.500,2.5,3.5,.714,.727,2.0,2.0,1.000,1.0,1.5,2.5,0.0,0.5,0.5,0.5,2.0,10.0
159,James Ennis III\ennisja01,SF,31,DEN,3,0,4.7,0.7,2.0,.333,0.0,0.7,.000,0.7,1.3,.500,.333,0.0,0.3,.000,0.3,0.3,0.7,1.0,0.0,0.0,0.3,0.3,1.3
160,Drew Eubanks\eubandr01,C,24,SAS,49,9,12.1,1.7,3.2,.528,0.0,0.2,.125,1.7,3.1,.550,.531,1.2,1.6,.747,1.3,2.7,4.0,1.0,0.3,0.6,0.9,1.2,4.7
161,Tacko Fall\fallta01,C,26,CLE,11,1,5.4,0.5,1.1,.417,0.0,0.0,,0.5,1.1,.417,.417,0.2,0.6,.286,0.6,1.5,2.1,0.2,0.0,0.5,0.3,0.3,1.1
162,Derrick Favors\favorde01,C,30,OKC,36,17,16.8,2.4,4.7,.506,0.1,0.4,.133,2.3,4.3,.542,.512,0.4,0.6,.636,1.6,3.3,4.8,0.7,0.4,0.3,0.2,1.6,5.2
163,Bruno Fernando\fernabr01,C,23,BOS,20,0,2.9,0.4,0.7,.500,0.1,0.1,1.000,0.3,0.7,.462,.536,0.2,0.3,.800,0.4,0.4,0.8,0.2,0.0,0.2,0.3,0.3,1.0
164,Dorian Finney-Smith\finnedo01,PF,28,DAL,56,56,32.7,3.7,8.5,.435,1.8,5.1,.360,1.8,3.4,.548,.543,0.8,1.2,.682,1.6,3.3,4.8,1.9,1.2,0.5,1.1,2.3,10.0
165,Malik Fitts\fittsma01,PF,24,UTA,7,0,5.0,0.3,1.3,.222,0.3,0.6,.500,0.0,0.7,.000,.333,0.0,0.0,,0.0,1.4,1.4,0.0,0.0,0.0,0.3,0.4,0.9
166,Malachi Flynn\flynnma01,PG,23,TOR,32,1,9.1,1.2,3.2,.373,0.5,1.6,.308,0.7,1.6,.440,.451,0.2,0.3,.667,0.2,0.9,1.1,1.0,0.4,0.1,0.3,1.0,3.1
167,Bryn Forbes\forbebr01,SG,28,TOT,53,1,17.5,3.3,7.7,.426,1.6,3.8,.409,1.7,3.9,.444,.528,1.0,1.1,.898,0.1,1.4,1.5,1.1,0.4,0.1,0.8,1.2,9.1
167,Bryn Forbes\forbebr01,SG,28,SAS,40,1,16.9,3.2,7.4,.432,1.6,3.8,.417,1.6,3.6,.448,.539,1.1,1.2,.898,0.1,1.5,1.6,1.0,0.4,0.1,0.8,1.1,9.1
167,Bryn Forbes\forbebr01,SG,28,DEN,13,0,19.3,3.5,8.6,.411,1.5,4.0,.385,2.0,4.6,.433,.500,0.7,0.8,.900,0.2,1.2,1.3,1.2,0.2,0.1,0.6,1.8,9.3
168,Aleem Ford\fordal03,SF,24,ORL,5,0,14.8,1.2,4.0,.300,0.4,3.0,.133,0.8,1.0,.800,.350,0.0,0.0,,0.4,2.6,3.0,0.4,0.2,0.0,0.8,1.4,2.8
169,Trent Forrest\forretr01,PG,23,UTA,44,4,12.2,1.3,2.4,.538,0.1,0.4,.235,1.2,2.0,.598,.558,0.6,0.8,.794,0.4,1.3,1.7,1.5,0.5,0.1,0.8,0.7,3.3
170,Evan Fournier\fournev01,SG,29,NYK,55,55,29.2,5.1,12.1,.422,2.9,7.4,.394,2.2,4.8,.466,.542,1.0,1.5,.713,0.5,2.4,2.9,1.8,0.9,0.3,1.4,2.1,14.2
171,De'Aaron Fox\foxde01,PG,24,SAC,46,46,34.3,8.0,17.4,.461,1.0,3.7,.263,7.0,13.7,.514,.489,4.4,5.9,.752,0.5,3.4,3.9,5.1,1.2,0.4,2.8,2.9,21.4
172,Tim Frazier\fraziti01,PG,31,ORL,10,3,20.0,1.3,4.3,.302,0.6,1.7,.353,0.7,2.6,.269,.372,0.5,0.9,.556,0.5,1.4,1.9,3.3,0.3,0.1,1.3,2.4,3.7
173,Enes Freedom\kanteen01,C,29,BOS,35,1,11.7,1.5,2.8,.526,0.1,0.1,.400,1.4,2.6,.533,.536,0.7,0.8,.857,1.7,2.8,4.6,0.2,0.1,0.4,0.6,1.2,3.7
174,Wenyen Gabriel\gabriwe01,PF,24,TOT,7,0,6.7,0.7,1.9,.385,0.3,0.7,.400,0.4,1.1,.375,.462,0.3,0.6,.500,0.7,1.4,2.1,0.3,0.1,0.3,0.4,1.6,2.0
174,Wenyen Gabriel\gabriwe01,PF,24,BRK,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
174,Wenyen Gabriel\gabriwe01,PF,24,LAC,6,0,7.7,0.8,2.2,.385,0.3,0.8,.400,0.5,1.3,.375,.462,0.3,0.7,.500,0.8,1.5,2.3,0.3,0.2,0.3,0.5,1.8,2.3
175,Daniel Gafford\gaffoda01,C,23,WAS,48,46,20.6,3.8,5.6,.678,0.0,0.0,,3.8,5.6,.678,.678,1.4,1.8,.756,2.3,3.8,6.0,1.0,0.4,1.5,0.9,2.4,8.9
176,Danilo Gallinari\gallida01,PF,33,ATL,45,2,23.2,3.2,7.8,.415,1.6,4.0,.391,1.7,3.8,.441,.516,2.2,2.4,.918,0.6,3.8,4.4,1.4,0.4,0.2,0.6,1.4,10.2
177,Langston Galloway\gallola01,SG,30,TOT,7,0,15.3,0.9,3.7,.231,0.3,2.3,.125,0.6,1.4,.400,.269,0.0,0.0,,0.4,2.1,2.6,1.7,0.1,0.0,0.9,1.0,2.0
177,Langston Galloway\gallola01,SG,30,BRK,4,0,14.5,1.3,3.3,.385,0.5,2.0,.250,0.8,1.3,.600,.462,0.0,0.0,,0.3,1.8,2.0,1.3,0.0,0.0,1.3,1.3,3.0
177,Langston Galloway\gallola01,SG,30,MIL,3,0,16.3,0.3,4.3,.077,0.0,2.7,.000,0.3,1.7,.200,.077,0.0,0.0,,0.7,2.7,3.3,2.3,0.3,0.0,0.3,0.7,0.7
178,Darius Garland\garlada01,PG,22,CLE,46,46,34.6,7.7,16.2,.474,2.5,6.7,.377,5.1,9.4,.544,.553,2.2,2.4,.909,0.5,2.8,3.3,8.0,1.2,0.1,3.7,1.7,20.1
179,Marcus Garrett\garrema01,SG,23,MIA,12,0,10.7,0.4,1.8,.238,0.1,0.3,.250,0.3,1.4,.235,.262,0.2,0.4,.400,0.8,1.2,1.9,0.6,0.4,0.3,0.2,1.3,1.1
