Date,Team,Acquired,Relinquished,Notes
2021-06-07,Suns,• Ty-Shon Alexander,,activated from IL
2021-06-08,Jazz,,• Mike Conley Jr.,placed on IL with strained right hamstring
2021-06-08,Jazz,• Elijah Hughes,,activated from IL
2021-06-09,Bucks,,• Sam Merrill,placed on IL with sprained right ankle
2021-06-09,Hawks,,• De'Andre Hunter,placed on IL with surgery on right knee (out for season)
2021-06-09,Nuggets,• Will Barton,,activated from IL
2021-06-10,Hawks,• Kris Dunn,,activated from IL
2021-06-10,Jazz,,• Elijah Hughes,placed on IL
2021-06-12,76ers,,• Danny Green,placed on IL with strained right calf (out for season)
2021-06-12,Jazz,• Elijah Hughes,,activated from IL
2021-06-13,Bucks,• Sam Merrill,,activated from IL
2021-06-13,Nets,• Jeff Green,,activated from IL
2021-06-14,Nets,,• Kyrie Irving,placed on IL with sprained right ankle (out for season)
2021-06-15,Nets,• James Harden,,activated from IL
2021-06-16,Clippers,,• Kawhi Leonard,placed on IL with sprained right knee (out for season)
2021-06-16,Jazz,,• Elijah Hughes,placed on IL with illness (out for season)
2021-06-16,Suns,,• Chris Paul,placed on IL with COVID-19 protocols
2021-06-18,Jazz,• Mike Conley Jr.,,activated from IL
2021-06-23,Bucks,,• Justin Jackson (Aaron),placed on IL with sprained right ankle
2021-06-23,Bucks,• Jordan Nwora,,activated from IL
2021-06-23,Hawks,• Cameron Reddish / Cam Reddish,,activated from IL
2021-06-24,Suns,• Chris Paul,,activated from IL
2021-06-25,Bucks,• Justin Jackson (Aaron),,activated from IL
2021-06-25,Suns,• Abdel Nader,,activated from IL
2021-06-28,Clippers,,• Ivica Zubac,placed on IL with sprained MCL in right knee (out for season)
2021-06-30,Suns,,• Cameron Johnson,placed on IL with illness
2021-07-01,Bucks,,• Giannis Antetokounmpo,placed on IL with hyperextended left knee
2021-07-03,Suns,• Cameron Johnson,,activated from IL
2021-07-06,Bucks,• Giannis Antetokounmpo,,activated from IL
2021-07-07,Suns,,• Dario Saric,placed on IL with torn ACL in right knee (out for season)
2021-07-14,Bucks,,• Sam Merrill,placed on IL with sprained right ankle
2021-07-17,Bucks,,• Thanasis Antetokounmpo,placed on IL with COVID-19 (out for season)
2021-07-20,Bucks,• Sam Merrill,,activated from IL
2021-10-18,Bucks,,• Bobby Portis,placed on IL with strained left hamstring
2021-10-18,Bucks,,• Donte DiVincenzo,placed on IL with recovering from surgery on left ankle
2021-10-18,Bucks,,• Rodney Hood,placed on IL with sore right foot
2021-10-18,Bucks,,• Semi Ojeleye,placed on IL with strained left calf
2021-10-18,Lakers,,• Talen Horton-Tucker,placed on IL with surgery on right thumb
2021-10-18,Lakers,,• Trevor Ariza,placed on IL recovering from surgery on right ankle
2021-10-18,Warriors,,• Klay Thompson,placed on IL with recovering from surgery to repair torn right Achilles tendon
2021-10-19,76ers,,• Grant Riller,placed on IL with surgery on left knee
2021-10-19,76ers,,• Shake Milton,placed on IL with sprained right ankle
2021-10-19,Blazers,,• Tony Snell,placed on IL with sprained right foot
2021-10-19,Bulls,,• Coby White,placed on IL with surgery on left shoulder
2021-10-19,Cavaliers,,• Dylan Windler,placed on IL with strained right hip
2021-10-19,Celtics,,• Al Horford,placed on IL with NBA health and safety protocols
2021-10-19,Grizzlies,,• Dillon Brooks,placed on IL with fractured left hand
2021-10-19,Jazz,,• Rudy Gay,placed on IL with right heel injury
2021-10-19,Magic,,• E'Twaun Moore,placed on IL with sprained left knee
2021-10-19,Magic,,• Michael Carter-Williams,placed on IL with left ankle injury
2021-10-19,Nets,,• Day'Ron Sharpe,placed on IL with toe injury
2021-10-19,Pacers,,• Caris LeVert,placed on IL with sore lower back
2021-10-19,Pacers,,• Kelan Martin,placed on IL with strained left hamstring
2021-10-19,Pistons,,• Cade Cunningham,placed on IL with sprained right ankle
2021-10-19,Pistons,,• Isaiah Livers,placed on IL recovering from surgery on right foot
2021-10-19,Raptors,,• Pascal Siakam,placed on IL recovering from surgery on left shoulder
2021-10-19,Raptors,,• Yuta Watanabe,placed on IL with strained left calf
2021-10-19,Spurs,,• Devontae Cacok,placed on IL
2021-10-19,Spurs,,• Zach Collins,placed on IL with left ankle injury
2021-10-19,Wizards,,• Cassius Winston,strained left hamstring (DTD)
2021-10-19,Wizards,,• Thomas Bryant,placed on IL with recovering from surgery on left knee to repair torn ACL
2021-10-20,Blazers,,• Keljin Blevins,placed on IL
2021-10-20,Blazers,,• Trendon Watford,placed on IL
2021-10-20,Celtics,,• Josh Richardson,placed on IL with migraine headache
2021-10-20,Clippers,,• Keon Johnson,placed on IL with illness
2021-10-20,Grizzlies,,• Yves Pons,placed on IL
2021-10-20,Hornets,,• Scottie Lewis,placed on IL
2021-10-20,Hornets,,• Terry Rozier,placed on IL with sprained left ankle
2021-10-20,Kings,,• Louis King,placed on IL
2021-10-20,Kings,,• Neemias Queta,placed on IL
2021-10-20,Knicks,,• Nerlens Noel,placed on IL with sore left knee
2021-10-20,Pacers,,• DeJon Jarreau,placed on IL
2021-10-20,Rockets,,• Garrison Mathews,placed on IL
2021-10-20,Wizards,,• Cassius Winston,placed on IL
2021-10-21,Hawks,,• Onyeka Okongwu,placed on IL with right shoulder injury
2021-10-21,Mavericks,,• Eugene Omoruyi,placed on IL
2021-10-21,Mavericks,,• JaQuori McLaughlin,placed on IL
2021-10-21,Nets,• Day'Ron Sharpe,,activated from IL
2021-10-22,Cavaliers,,• Darius Garland,placed on IL with sprained left ankle
2021-10-22,Celtics,,• Brodric Thomas,placed on IL
2021-10-22,Celtics,,• Sam Hauser,placed on IL
2021-10-22,Celtics,• Al Horford,,activated from IL
2021-10-22,Celtics,• Josh Richardson,,activated from IL
2021-10-22,Hornets,• Terry Rozier,,activated from IL
2021-10-22,Jazz,,• Malik Fitts,placed on IL
2021-10-22,Kings,,• Robert Woodard II,placed on IL
2021-10-22,Kings,• Louis King,,activated from IL
2021-10-22,Lakers,,• Sekou Doumbouya,placed on IL
2021-10-22,Nets,,• David Duke,placed on IL
2021-10-22,Nets,,• Kessler Edwards,placed on IL
2021-10-22,Nuggets,,• Vlatko Cancar,placed on IL with strained left hip
2021-10-22,Pacers,• DeJon Jarreau,,activated from IL
2021-10-23,Bucks,,• Brook Lopez,placed on IL with sore back
2021-10-23,Bucks,• Rodney Hood,,activated from IL
2021-10-23,Pacers,,• DeJon Jarreau,placed on IL
2021-10-23,Timberwolves,,• McKinley Wright IV,placed on IL
2021-10-24,Blazers,,• Norman Powell,placed on IL with patella tendinopathy in left knee
2021-10-24,Celtics,,• Jaylen Brown,placed on IL with patella tendinopathy in left knee
2021-10-24,Celtics,,• Romeo Langford,placed on IL with left calf injury
2021-10-24,Hornets,,• Terry Rozier,placed on IL with sprained right ankle
2021-10-24,Kings,,• Louis King,placed on IL
2021-10-24,Kings,• Robert Woodard II,,activated from IL
2021-10-24,Warriors,,• Andre Iguodala,placed on IL with sore left hip
2021-10-25,Bulls,,• Marko Simonovic,placed on IL
2021-10-25,Cavaliers,,• Ruben Nembhard / R.J. Nembhard,placed on IL
2021-10-25,Cavaliers,• Darius Garland,,activated from IL
2021-10-25,Cavaliers,• Dylan Windler,,activated from IL
2021-10-25,Celtics,,• Al Horford,placed on IL with strained left adductor
2021-10-25,Celtics,• Jaylen Brown,,activated from IL
2021-10-25,Clippers,,• Marcus Morris,placed on IL with sore left knee
2021-10-25,Hawks,,• De'Andre Hunter,placed on IL with illness
2021-10-25,Heat,,• Caleb Martin,placed on IL
2021-10-25,Hornets,,• P.J. Washington,placed on IL with sprained right knee
2021-10-26,76ers,,• Aaron Henry,placed on IL
2021-10-26,76ers,,• Jaden Springer,placed on IL
2021-10-26,Jazz,• Malik Fitts,,activated from IL
2021-10-26,Thunder,,• Derrick Favors,placed on IL
2021-10-26,Warriors,• Andre Iguodala,,activated from IL
2021-10-27,Bucks,• Bobby Portis,,activated from IL
2021-10-27,Bucks,• Semi Ojeleye,,activated from IL
2021-10-27,Cavaliers,,• Isaac Okoro,placed on IL with strained left hamstring
2021-10-27,Celtics,• Al Horford,,activated from IL
2021-10-27,Hawks,,• Louis Williams / Lou Williams,placed on IL with sore right ankle
2021-10-27,Hawks,• De'Andre Hunter,,activated from IL
2021-10-27,Heat,,• Marcus Garrett,placed on IL
2021-10-27,Heat,• Caleb Martin,,activated from IL
2021-10-27,Hornets,,• Vernon Carey Jr.,placed on IL
2021-10-27,Kings,,• Robert Woodard II,placed on IL
2021-10-27,Nets,,• Nicolas Claxton / Nic Claxton,placed on IL with illness
2021-10-27,Rockets,,• Danuel House Jr.,placed on IL with sprained right foot
2021-10-27,Spurs,,• Doug McDermott,placed on IL with right knee inflammation
2021-10-27,Thunder,,• Mike Muscala,placed on IL
2021-10-27,Thunder,• Derrick Favors,,activated from IL
2021-10-28,76ers,• Shake Milton,,activated from IL
2021-10-28,Hawks,• Louis Williams / Lou Williams,,activated from IL
2021-10-28,Mavericks,,• Kristaps Porzingis,placed on IL with tightness in lower back
2021-10-28,Mavericks,,• Sterling Brown,placed on IL with sprained left ankle
2021-10-28,Mavericks,• Eugene Omoruyi,,activated from IL
2021-10-28,Mavericks,• JaQuori McLaughlin,,activated from IL
2021-10-28,Pacers,,• Malcolm Brogdon,placed on IL with sore/strained left hamstring
2021-10-28,Wizards,,• Daniel Gafford,placed on IL with bruised right quadriceps
2021-10-28,Wizards,,• Spencer Dinwiddie,placed on IL
2021-10-29,Blazers,• Norman Powell,,activated from IL
2021-10-29,Clippers,,• Brandon Boston Jr. / B.J. Boston Jr.,placed on IL
2021-10-29,Heat,,• Caleb Martin,placed on IL
2021-10-29,Hornets,• P.J. Washington,,activated from IL
2021-10-29,Jazz,,• Mike Conley Jr.,placed on IL with right knee injury
2021-10-29,Mavericks,,• JaQuori McLaughlin,placed on IL
2021-10-29,Pacers,,• Isaiah Jackson,placed on IL with hyperextended left knee
2021-10-29,Pacers,• DeJon Jarreau,,activated from IL
2021-10-30,Bucks,,• Bobby Portis,placed on IL
2021-10-30,Celtics,,• Bruno Fernando,placed on IL
2021-10-30,Celtics,,• Robert Williams III,placed on IL with illness
2021-10-30,Celtics,• Romeo Langford,,activated from IL
2021-10-30,Heat,,• Edrice Adebayo / Bam Adebayo,placed on IL with bruised left knee
2021-10-30,Heat,• Caleb Martin,,activated from IL
2021-10-30,Pacers,• Caris LeVert,,activated from IL
2021-10-30,Pelicans,,• Brandon Ingram,placed on IL with bruised right hip
2021-10-30,Pelicans,,• Daulton Hommes,placed on IL with right fibula injury
2021-10-30,Pistons,• Cade Cunningham,,activated from IL
2021-10-30,Thunder,• Mike Muscala,,activated from IL
2021-10-30,Warriors,,• Damion Lee,placed on IL with right shoulder injury
2021-10-30,Wizards,• Spencer Dinwiddie,,activated from IL
2021-10-31,Blazers,• Tony Snell,,activated from IL
2021-10-31,Bucks,,• Semi Ojeleye,placed on IL
2021-10-31,Bucks,• Bobby Portis,,activated from IL
2021-10-31,Celtics,• Robert Williams III,,activated from IL
2021-10-31,Hornets,• Terry Rozier,,activated from IL
2021-10-31,Hornets,• Vernon Carey Jr.,,activated from IL
2021-10-31,Jazz,,• Malik Fitts,placed on IL
2021-10-31,Jazz,• Mike Conley Jr.,,activated from IL
2021-10-31,Mavericks,• Sterling Brown,,activated from IL
2021-10-31,Pistons,,• Cade Cunningham,placed on IL with right ankle injury
2021-10-31,Pistons,• Isaiah Livers,,activated from IL
2021-10-31,Clippers,• Keon Johnson,,activated from IL
2021-11-01,76ers,,• Joel Embiid,placed on IL
2021-11-01,Cavaliers,,• Kevin Love,placed on IL with NBA health and safety protocols
2021-11-01,Celtics,• Bruno Fernando,,activated from IL
2021-11-01,Clippers,,• Jay Scrubb,placed on IL
2021-11-01,Clippers,• Brandon Boston Jr. / B.J. Boston Jr.,,activated from IL
2021-11-01,Heat,,• Max Strus,placed on IL with sprained left knee
2021-11-01,Magic,,• Gary Harris,placed on IL with sprained left ankle
2021-11-01,Pacers,,• DeJon Jarreau,placed on IL
2021-11-01,Pacers,• Kelan Martin,,activated from IL
2021-11-01,Raptors,,• Scottie Barnes,placed on IL with sprained right thumb
2021-11-01,Wizards,• Daniel Gafford,,activated from IL
2021-11-02,76ers,,• Danny Green,placed on IL with left hamstring injury
2021-11-02,Bucks,,• Khris Middleton,placed on IL with NBA health and safety protocols
2021-11-02,Bucks,• Semi Ojeleye,,activated from IL
2021-11-02,Heat,• Edrice Adebayo / Bam Adebayo,,activated from IL
2021-11-02,Mavericks,,• Maximilian Kleber / Maxi Kleber,placed on IL with strained left oblique muscle
2021-11-02,Mavericks,,• Trey Burke,placed on IL with NBA health and safety protocols
2021-11-02,Mavericks,• JaQuori McLaughlin,,activated from IL
2021-11-02,Pistons,• Cade Cunningham,,activated from IL
2021-11-02,Timberwolves,,• D'Angelo Russell,placed on IL with sprained right ankle
2021-11-02,Warriors,• Damion Lee,,activated from IL
2021-11-03,76ers,,• NBA health and safety protocols (DTD),placed on IL with NBA health and safety protocols
2021-11-03,76ers,,• Tobias Harris,placed on IL with NBA health and safety protocols
2021-11-03,76ers,• Joel Embiid,,activated from IL
2021-11-03,Cavaliers,,• Lauri Markkanen,placed on IL with NBA health and safety protocols
2021-11-03,Hornets,,• Vernon Carey Jr.,placed on IL
2021-11-03,Knicks,• Nerlens Noel,,activated from IL
2021-11-03,Mavericks,,• JaQuori McLaughlin,placed on IL
2021-11-03,Mavericks,• Trey Burke,,activated from IL
2021-11-03,Pacers,• Malcolm Brogdon,,activated from IL
2021-11-03,Pelicans,,• Herbert Jones / Herb Jones (Keyshawn),placed on IL with concussion protocol
2021-11-03,Spurs,,• Jakob Poeltl,placed on IL with NBA health and safety protocols
2021-11-03,Spurs,• Doug McDermott,,activated from IL
2021-11-03,Wizards,,• Davis Bertans,placed on IL with sprained left ankle
2021-11-04,76ers,,• Isaiah Joe,placed on IL with NBA health and safety protocols
2021-11-04,Celtics,,• Josh Richardson,placed on IL with bruised left foot
2021-11-04,Jazz,• Malik Fitts,,activated from IL
2021-11-04,Lakers,,• LeBron James,placed on IL with strained abdominal
2021-11-04,Lakers,• Sekou Doumbouya,,activated from IL
2021-11-04,Raptors,• Scottie Barnes,,activated from IL
2021-11-05,76ers,,• Matisse Thybulle,placed on IL with NBA health and safety protocols
2021-11-05,Bucks,,• Sandro Mamukelashvili,placed on IL
2021-11-05,Clippers,,• Keon Johnson,placed on IL
2021-11-05,Hornets,,• P.J. Washington,placed on IL with left elbow injury
2021-11-05,Magic,• Gary Harris,,activated from IL
2021-11-05,Pacers,,• Malcolm Brogdon,placed on IL with illness
2021-11-05,Pelicans,,• Herbert Jones / Herb Jones (Keyshawn),placed on IL with sprained left ankle
2021-11-05,Pistons,,• Killian Hayes,placed on IL with sprained left thumb
2021-11-05,Wizards,,• Isaiah Todd,placed on IL
2021-11-05,Nets,,• Day'Ron Sharpe,placed on IL
2021-11-06,76ers,• Aaron Henry,,activated from IL
2021-11-06,76ers,• Jaden Springer,,activated from IL
2021-11-06,Celtics,,• Jaylen Brown,placed on IL with tightness in right hamstring
2021-11-06,Celtics,• Josh Richardson,,activated from IL
2021-11-06,Jazz,,• Elijah Hughes,placed on IL with illness
2021-11-06,Mavericks,• Kristaps Porzingis,,activated from IL
2021-11-06,Warriors,,• Andre Iguodala,placed on IL with left hip injury
2021-11-07,Clippers,• Keon Johnson,,activated from IL
2021-11-07,Jazz,,• Mike Conley Jr.,placed on IL with right knee injury
2021-11-07,Nuggets,,• Michael Porter Jr.,placed on IL with sore lower back
2021-11-07,Raptors,,• Khem Birch,placed on IL with right knee injury
2021-11-07,Raptors,• Pascal Siakam,,activated from IL
2021-11-07,Rockets,,• Eric Gordon,placed on IL with right groin injury
2021-11-07,Spurs,• Devontae Cacok,,activated from IL
2021-11-07,Spurs,• Jakob Poeltl,,activated from IL
2021-11-07,Wizards,• Isaiah Todd,,activated from IL
2021-11-08,76ers,,• Joel Embiid,placed on IL with NBA health and safety protocols
2021-11-08,76ers,• Danny Green,,activated from IL
2021-11-08,Grizzlies,,• Killian Tillie,placed on IL with sore back
2021-11-08,Kings,,• Tyrese Haliburton,placed on IL with tightness in lower back
2021-11-08,Knicks,,• Mitchell Robinson,placed on IL with hip flexor injury
2021-11-08,Mavericks,,• Eugene Omoruyi,placed on IL
2021-11-08,Timberwolves,• D'Angelo Russell,,activated from IL
2021-11-08,Warriors,,• Otto Porter Jr.,placed on IL with left foot injury
2021-11-08,Warriors,• Andre Iguodala,,activated from IL
2021-11-08,Nets,• Day'Ron Sharpe,,activated from IL
2021-11-09,Jazz,,• Malik Fitts,placed on IL
2021-11-09,Jazz,• Mike Conley Jr.,,activated from IL
2021-11-09,Pacers,• Malcolm Brogdon,,activated from IL
2021-11-09,Rockets,• Danuel House Jr.,,activated from IL
2021-11-09,Rockets,• Eric Gordon,,activated from IL
2021-11-10,Cavaliers,• Isaac Okoro,,activated from IL
2021-11-10,Cavaliers,• Ruben Nembhard / R.J. Nembhard,,activated from IL
2021-11-10,Grizzlies,• Dillon Brooks,,activated from IL
2021-11-10,Kings,,• Terence Davis,placed on IL with sore left ankle
2021-11-10,Knicks,,• Nerlens Noel,placed on IL with sprained right knee
2021-11-10,Knicks,• Mitchell Robinson,,activated from IL
2021-11-10,Pacers,,• Caris LeVert,placed on IL with sore lower back
2021-11-10,Pelicans,• Herbert Jones / Herb Jones (Keyshawn),,activated from IL
2021-11-10,Pistons,• Killian Hayes,,activated from IL
2021-11-10,Rockets,,• Alperen Sengun,placed on IL with illness
2021-11-10,Spurs,,• Devontae Cacok,placed on IL
2021-11-10,Spurs,,• Jakob Poeltl,placed on IL
2021-11-10,Spurs,,• Jock Landale,placed on IL with NBA health and safety protocols
2021-11-10,Spurs,,• Keita Bates-Diop,placed on IL with bruised lower back
2021-11-10,Warriors,,• Damion Lee,placed on IL with sore left hip
2021-11-10,Warriors,• Otto Porter Jr.,,activated from IL
2021-11-11,76ers,,• Aaron Henry,placed on IL
2021-11-11,76ers,,• Jaden Springer,placed on IL
2021-11-11,76ers,• Tobias Harris,,activated from IL
2021-11-11,Bulls,,• Nikola Vucevic,placed on IL with NBA health and safety protocols
2021-11-11,Clippers,• Marcus Morris,,activated from IL
2021-11-11,Grizzlies,,• Dillon Brooks,placed on IL with left hand injury
2021-11-11,Heat,,• Jimmy Butler,placed on IL with sprained right ankle
2021-11-11,Heat,• Max Strus,,activated from IL
2021-11-11,Jazz,• Elijah Hughes,,activated from IL
2021-11-11,Pistons,,• Kelly Olynyk,placed on IL with sprained left knee
2021-11-11,Raptors,,• Pascal Siakam,placed on IL with left shoulder injury
2021-11-11,Rockets,• Alperen Sengun,,activated from IL
2021-11-12,Bucks,,• Giannis Antetokounmpo,placed on IL with sprained right ankle
2021-11-12,Bulls,• Marko Simonovic,,activated from IL
2021-11-12,Cavaliers,,• Ruben Nembhard / R.J. Nembhard,placed on IL
2021-11-12,Grizzlies,• Yves Pons,,activated from IL
2021-11-12,Hornets,• Vernon Carey Jr.,,activated from IL
2021-11-12,Kings,• Terence Davis,,activated from IL
2021-11-12,Kings,• Tyrese Haliburton,,activated from IL
2021-11-13,76ers,• Aaron Henry,,activated from IL
2021-11-13,76ers,• Isaiah Joe,,activated from IL
2021-11-13,76ers,• Jaden Springer,,activated from IL
2021-11-13,Blazers,,• Damian Lillard,placed on IL with abdominal injury
2021-11-13,Cavaliers,,• Lamar Stevens,placed on IL with sprained right ankle
2021-11-13,Cavaliers,• Ruben Nembhard / R.J. Nembhard,,activated from IL
2021-11-13,Celtics,,• Al Horford,placed on IL with sore lower back
2021-11-13,Celtics,,• Josh Richardson,placed on IL with right knee injury
2021-11-13,Clippers,,• Marcus Morris,placed on IL
2021-11-13,Clippers,• Jay Scrubb,,activated from IL
2021-11-13,Grizzlies,,• Yves Pons,placed on IL
2021-11-13,Grizzlies,• Dillon Brooks,,activated from IL
2021-11-13,Grizzlies,• Killian Tillie,,activated from IL
2021-11-13,Pacers,,• Goga Bitadze,placed on IL with illness
2021-11-13,Pacers,• Caris LeVert,,activated from IL
2021-11-13,Pelicans,• Brandon Ingram,,activated from IL
2021-11-13,Raptors,,• Fred VanVleet,placed on IL with left groin injury
2021-11-13,Raptors,,• Precious Achiuwa,placed on IL with right shoulder tendinitis
2021-11-13,Raptors,• Khem Birch,,activated from IL
2021-11-13,Raptors,• Pascal Siakam,,activated from IL
2021-11-14,Blazers,,• Greg Brown III,placed on IL with sprained left ankle
2021-11-14,Blazers,• Trendon Watford,,activated from IL
2021-11-14,Bucks,• Giannis Antetokounmpo,,activated from IL
2021-11-14,Hawks,,• De'Andre Hunter,placed on IL with surgery on right wrist
2021-11-14,Lakers,• Talen Horton-Tucker,,activated from IL
2021-11-14,Nuggets,,• Will Barton,placed on IL with tightness in lower back
2021-11-14,Pacers,• Goga Bitadze,,activated from IL
2021-11-14,Spurs,• Keita Bates-Diop,,activated from IL
2021-11-14,Thunder,,• Mike Muscala,placed on IL
2021-11-14,Warriors,• Damion Lee,,activated from IL
2021-11-14,Pacers,• Isaiah Jackson,,activated from IL
2021-11-14,Clippers,,• Keon Johnson,placed on IL with sprained left ankle
2021-11-15,Blazers,,• Trendon Watford,placed on IL
2021-11-15,Blazers,• Damian Lillard,,activated from IL
2021-11-15,Bulls,,• Marko Simonovic,placed on IL
2021-11-15,Bulls,• Coby White,,activated from IL
2021-11-15,Cavaliers,,• Ruben Nembhard / R.J. Nembhard,placed on IL
2021-11-15,Celtics,• Al Horford,,activated from IL
2021-11-15,Celtics,• Josh Richardson,,activated from IL
2021-11-15,Heat,,• Edrice Adebayo / Bam Adebayo,placed on IL with bruised left knee
2021-11-15,Heat,,• Marcus Garrett,placed on IL with right wrist tendinitis
2021-11-15,Lakers,,• Sekou Doumbouya,placed on IL with sore right foot
2021-11-15,Magic,,• Jalen Suggs,placed on IL with sprained right ankle
2021-11-15,Nets,,• Joe Harris,placed on IL with sprained left ankle
2021-11-15,Pacers,,• Chris Duarte,placed on IL with sore right shoulder
2021-11-15,Raptors,,• Chris Boucher,placed on IL with sore lower back
2021-11-15,Raptors,• Fred VanVleet,,activated from IL
2021-11-15,Rockets,,• Eric Gordon,placed on IL with right groin injury
2021-11-15,Rockets,• Garrison Mathews,,activated from IL
2021-11-15,Thunder,,• Derrick Favors,placed on IL
2021-11-15,Thunder,• Mike Muscala,,activated from IL
2021-11-15,Timberwolves,,• Naz Reid,placed on IL with sore right foot
2021-11-15,Wizards,• Cassius Winston,,activated from IL
2021-11-16,76ers,,• Aaron Henry,placed on IL
2021-11-16,76ers,,• Jaden Springer,placed on IL
2021-11-16,Blazers,• Greg Brown III,,activated from IL
2021-11-16,Cavaliers,,• Evan Mobley,placed on IL with sprained right elbow
2021-11-16,Clippers,,• Terance Mann,placed on IL with sprained left ankle
2021-11-16,Jazz,,• Elijah Hughes,placed on IL with illness
2021-11-16,Mavericks,,• Luka Doncic,"placed on IL with left ankle, knee injuries"
2021-11-16,Nets,• Kessler Edwards,,activated from IL
2021-11-16,Rockets,• Eric Gordon,,activated from IL
2021-11-16,Lakers,• Sekou Doumbouya,,activated from IL
2021-11-17,Bucks,• Khris Middleton,,activated from IL
2021-11-17,Bulls,• Marko Simonovic,,activated from IL
2021-11-17,Cavaliers,,• Jarrett Allen,placed on IL with illness
2021-11-17,Cavaliers,• Kevin Love,,activated from IL
2021-11-17,Cavaliers,• Ruben Nembhard / R.J. Nembhard,,activated from IL
2021-11-17,Celtics,,• Robert Williams III,placed on IL with sore left knee
2021-11-17,Celtics,• Brodric Thomas,,activated from IL
2021-11-17,Heat,• Jimmy Butler,,activated from IL
2021-11-17,Heat,• Marcus Garrett,,activated from IL
2021-11-17,Magic,• Jalen Suggs,,activated from IL
2021-11-17,Nuggets,• Vlatko Cancar,,activated from IL
2021-11-17,Pistons,,• Saben Lee,placed on IL
2021-11-17,Rockets,,• Kevin Porter Jr.,placed on IL with left thigh injury
2021-11-17,Suns,,• Chandler Hutchison,placed on IL with illness
2021-11-17,Thunder,• Derrick Favors,,activated from IL
2021-11-17,Timberwolves,,• Josh Okogie,placed on IL with back spasms
2021-11-17,Timberwolves,• Naz Reid,,activated from IL
2021-11-17,Warriors,,• Andre Iguodala,placed on IL with left hip injury
2021-11-17,Wizards,,• Cassius Winston,placed on IL
2021-11-17,Jazz,• Elijah Hughes,,activated from IL
2021-11-18,Cavaliers,,• Cedi Osman,placed on IL with lower back spasms
2021-11-18,Clippers,• Terance Mann,,activated from IL
2021-11-18,Heat,,• Tyler Herro,placed on IL with bruised right wrist
2021-11-18,Heat,• Edrice Adebayo / Bam Adebayo,,activated from IL
2021-11-18,Jazz,• Rudy Gay,,activated from IL
2021-11-18,Nuggets,,• Zeke Nnaji,placed on IL with sprained right ankle
2021-11-18,Nuggets,• Will Barton,,activated from IL
2021-11-18,Raptors,,• Ogugua Anunoby / O.G. Anunoby,placed on IL with left hip pointer
2021-11-18,Raptors,• Chris Boucher,,activated from IL
2021-11-18,Spurs,• Jakob Poeltl,,activated from IL
2021-11-18,Suns,• Chandler Hutchison,,activated from IL
2021-11-18,Wizards,,• Daniel Gafford,placed on IL with sprained right thumb
2021-11-18,Wizards,,• Spencer Dinwiddie,placed on IL with right knee injury
2021-11-19,76ers,• Grant Riller,,activated from IL
2021-11-19,Cavaliers,,• Collin Sexton,placed on IL recovering from surgery on left knee to repair torn meniscus
2021-11-19,Celtics,,• Brodric Thomas,placed on IL
2021-11-19,Grizzlies,,• De'Anthony Melton,placed on IL with sore right groin
2021-11-19,Grizzlies,,• Sam Merrill,placed on IL with sprained left ankle
2021-11-19,Hornets,,• J.T. Thor,placed on IL
2021-11-19,Lakers,• LeBron James,,activated from IL
2021-11-19,Nets,,• Kevin Durant,placed on IL with sprained right shoulder
2021-11-19,Nuggets,,• Nikola Jokic,placed on IL with sprained right wrist
2021-11-19,Pacers,• Chris Duarte,,activated from IL
2021-11-19,Pelicans,,• Devonte' Graham,placed on IL with sore left foot
2021-11-19,Pistons,• Saben Lee,,activated from IL
2021-11-19,Raptors,• Precious Achiuwa,,activated from IL
2021-11-19,Thunder,,• Derrick Favors,placed on IL
2021-11-19,Warriors,,• Andre Iguodala,placed on IL with sore right knee
2021-11-19,Warriors,,• Draymond Green,placed on IL with bruised right thigh
2021-11-19,Warriors,,• Stephen Curry,placed on IL with bruised left hip
2021-11-20,76ers,,• Danny Green,placed on IL with left hamstring injury
2021-11-20,76ers,• Matisse Thybulle,,activated from IL
2021-11-20,Bucks,,• Semi Ojeleye,placed on IL with right calf injury
2021-11-20,Celtics,• Brodric Thomas,,activated from IL
2021-11-20,Celtics,• Sam Hauser,,activated from IL
2021-11-20,Grizzlies,,• Dillon Brooks,placed on IL with sore right hamstring
2021-11-20,Heat,,• Marcus Garrett,placed on IL
2021-11-20,Heat,• Tyler Herro,,activated from IL
2021-11-20,Hornets,,• Vernon Carey Jr.,placed on IL
2021-11-20,Knicks,,• Taj Gibson,placed on IL with groin injury
2021-11-20,Knicks,• Nerlens Noel,,activated from IL
2021-11-20,Thunder,,• Mike Muscala,placed on IL
2021-11-20,Thunder,• Derrick Favors,,activated from IL
2021-11-20,Warriors,• Draymond Green,,activated from IL
2021-11-20,Warriors,• Stephen Curry,,activated from IL
2021-11-20,Wizards,• Cassius Winston,,activated from IL
2021-11-20,Wizards,• Daniel Gafford,,activated from IL
2021-11-20,Wizards,• Spencer Dinwiddie,,activated from IL
2021-11-21,Bulls,,• Marko Simonovic,placed on IL
2021-11-21,Cavaliers,• Jarrett Allen,,activated from IL
2021-11-21,Cavaliers,• Lauri Markkanen,,activated from IL
2021-11-21,Knicks,,• Mitchell Robinson,placed on IL with concussion
2021-11-21,Mavericks,• Maximilian Kleber / Maxi Kleber,,activated from IL
2021-11-21,Nets,,• Bruce Brown,placed on IL with left hamstring injury
